Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2022/06/01;00:00:30;1654041630;0.2;1;0;3.0;0;0;19.2;66.6;58;1364;-1
2022/06/01;00:15:30;1654042530;1.0;4;1;1.0;0;0;19.2;66.5;58;1338;-1
2022/06/01;00:30:30;1654043430;1.0;4;1;4.0;0;0;19.2;66.5;58;1315;-1
2022/06/01;00:45:30;1654044330;1.0;4;1;4.0;0;0;19.1;66.4;58;1291;-1
2022/06/01;01:00:30;1654045230;1.0;4;1;4.0;0;0;19.1;66.4;58;1265;-1
2022/06/01;01:15:30;1654046130;1.0;4;1;1.0;0;0;19.1;66.3;58;1241;-1
2022/06/01;01:30:30;1654047030;1.0;4;1;1.0;0;0;19.0;66.3;58;1215;-1
2022/06/01;01:45:30;1654047930;1.0;4;1;1.0;0;0;19.0;66.2;58;1194;-1
2022/06/01;02:00:30;1654048830;1.0;4;1;1.0;0;0;19.0;66.2;57;1169;-1
2022/06/01;02:15:30;1654049730;1.0;4;1;1.0;0;0;19.0;66.1;57;1144;-1
2022/06/01;02:30:30;1654050630;1.0;4;1;1.0;0;0;18.9;66.1;57;1124;-1
2022/06/01;02:45:30;1654051530;0.2;1;0;0.0;0;0;18.9;66.1;57;1104;-1
2022/06/01;03:00:30;1654052430;0.2;1;0;0.0;0;0;18.9;66.1;57;1078;-1
2022/06/01;03:15:30;1654053330;1.0;4;1;1.0;0;0;18.9;66.0;57;1054;-1
2022/06/01;03:30:30;1654054230;1.0;4;1;1.0;0;0;18.9;66.0;57;1034;-1
2022/06/01;03:45:30;1654055130;0.2;1;0;0.0;0;0;18.8;65.9;57;1013;-1
2022/06/01;04:00:30;1654056030;1.0;4;1;1.0;0;0;18.8;65.9;57;997;-1
2022/06/01;04:15:30;1654056930;1.0;4;1;1.0;0;0;18.8;65.9;57;980;-1
2022/06/01;04:30:30;1654057830;0.2;1;0;0.0;0;0;18.8;65.8;56;962;-1
2022/06/01;04:45:30;1654058730;1.0;4;1;4.0;0;0;18.8;65.8;56;941;-1
2022/06/01;05:00:30;1654059630;1.0;4;1;1.0;0;0;18.7;65.7;56;921;-1
2022/06/01;05:15:30;1654060530;1.0;4;1;1.0;0;0;18.8;65.8;56;904;-1
2022/06/01;05:30:30;1654061430;0.2;1;0;0.0;0;0;18.7;65.7;56;884;-1
2022/06/01;05:45:30;1654062330;0.2;1;0;0.0;0;0;18.7;65.7;56;868;-1
2022/06/01;06:00:30;1654063230;0.2;1;0;0.0;0;0;18.7;65.7;56;850;-1
2022/06/01;06:15:30;1654064130;1.0;4;1;1.0;0;0;18.7;65.7;56;836;-1
2022/06/01;06:30:30;1654065030;0.2;1;0;0.0;0;0;18.7;65.6;56;818;-1
2022/06/01;06:45:30;1654065930;0.2;1;0;0.0;0;0;18.7;65.7;56;805;-1
2022/06/01;07:00:30;1654066830;0.2;1;0;0.0;0;0;18.7;65.7;56;794;-1
2022/06/01;07:15:30;1654067730;1.0;4;1;1.0;0;0;18.7;65.7;56;783;-1
