Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2022/07/28;13:59:06;1659016746;4.0;17;6;29.0;46;16;21.2;70.2;62;436;-1
2022/07/28;13:59:16;1659016756;4.0;17;6;38.0;46;16;21.2;70.1;62;436;-1
2022/07/28;13:59:26;1659016766;3.0;13;4;20.0;46;16;21.2;70.1;62;433;-1
2022/07/28;13:59:36;1659016776;4.0;17;6;21.0;46;16;21.2;70.1;62;430;-1
2022/07/28;13:59:46;1659016786;4.0;17;6;16.0;46;16;21.2;70.1;62;425;-1
2022/07/28;13:59:56;1659016796;3.0;13;4;24.0;46;16;21.2;70.1;62;422;-1
2022/07/28;14:00:06;1659016806;3.0;13;4;20.0;46;16;21.2;70.1;62;420;-1
2022/07/28;14:00:16;1659016816;3.0;13;4;15.0;46;16;21.2;70.1;63;416;-1
2022/07/28;14:00:26;1659016826;3.0;13;4;6.0;46;16;21.2;70.1;63;413;-1
2022/07/28;14:00:36;1659016836;3.0;13;4;11.0;46;16;21.2;70.1;63;410;-1
2022/07/28;14:00:46;1659016846;4.0;17;6;16.0;46;16;21.1;70.1;62;408;-1
2022/07/28;14:00:56;1659016856;4.0;17;6;21.0;46;16;21.1;70.1;62;406;-1
2022/07/28;14:01:06;1659016866;4.0;17;6;12.0;46;16;21.1;70.1;62;405;-1
2022/07/28;14:01:16;1659016876;3.0;13;4;6.0;46;16;21.1;70.0;62;402;-1
2022/07/28;14:01:26;1659016886;3.0;13;4;6.0;46;16;21.1;70.0;62;400;-1
2022/07/28;14:01:36;1659016896;4.0;17;6;12.0;46;16;21.1;70.0;62;397;-1
2022/07/28;14:01:46;1659016906;4.0;17;6;12.0;46;16;21.1;70.0;62;397;-1
2022/07/28;14:01:56;1659016916;4.0;17;6;21.0;46;16;21.1;70.0;62;396;-1
2022/07/28;14:02:06;1659016926;3.0;13;4;29.0;46;16;21.1;70.0;62;396;-1
2022/07/28;14:02:16;1659016936;3.0;13;4;29.0;46;16;21.1;69.9;62;395;-1
2022/07/28;14:39:13;1659019153;3.0;13;4;82.0;46;16;20.2;68.3;61;350;-1
2022/07/28;14:39:23;1659019163;4.0;17;6;39.0;46;16;20.2;68.3;61;396;-1
2022/07/29;10:29:42;1659090582;2.0;8;3;2.0;0;0;19.9;67.9;65;350;-1
