Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM1(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm)
2022/07/22;12:14:13;1658492053;3.0;13;4;4.0;1.0;0;0;20.8;69.4;60;452;
2022/07/22;12:14:23;1658492063;3.0;13;4;5.0;1.0;0;0;20.8;69.4;60;451;
2022/07/22;12:14:33;1658492073;3.0;13;4;5.0;1.0;0;0;20.8;69.4;60;451;
2022/07/22;12:14:43;1658492083;3.0;13;4;5.0;1.0;0;0;20.9;69.6;60;451;
2022/07/22;12:14:53;1658492093;2.0;8;3;3.0;0.0;0;0;20.9;69.6;60;453;
2022/07/22;12:15:03;1658492103;2.0;8;3;2.0;0.0;0;0;20.9;69.6;60;455;
2022/07/22;12:15:13;1658492113;1.0;4;1;1.0;0.0;0;0;21.0;69.8;59;457;
2022/07/22;12:15:23;1658492123;1.0;4;1;1.0;0.0;0;0;21.0;69.8;59;459;
2022/07/22;12:15:33;1658492133;1.0;4;1;1.0;0.0;0;0;21.0;69.8;59;461;
2022/07/22;12:15:43;1658492143;1.0;4;1;1.0;0.0;0;0;21.1;69.9;59;464;
2022/07/22;12:15:53;1658492153;1.0;4;1;1.0;0.0;0;0;21.1;69.9;59;467;
2022/07/22;12:16:03;1658492163;1.0;4;1;1.0;0.0;0;0;21.1;69.9;59;466;
2022/07/22;12:16:13;1658492173;2.0;8;3;2.0;0.0;0;0;21.2;70.2;59;467;
2022/07/22;12:16:23;1658492183;3.0;13;4;4.0;1.0;0;0;21.2;70.2;59;466;
2022/07/22;12:16:33;1658492193;4.0;17;6;5.0;2.0;0;0;21.2;70.2;59;467;
2022/07/22;12:16:43;1658492203;3.0;13;4;5.0;1.0;0;0;21.3;70.3;59;467;
2022/07/22;12:16:53;1658492213;3.0;13;4;5.0;1.0;0;0;21.3;70.3;59;466;
2022/07/22;12:17:03;1658492223;2.0;8;3;4.0;0.0;0;0;21.3;70.3;59;464;
2022/07/22;12:17:13;1658492233;2.0;8;3;4.0;0.0;0;0;21.4;70.5;59;464;
2022/07/22;12:17:23;1658492243;2.0;8;3;2.0;0.0;0;0;21.4;70.5;59;461;
2022/07/22;12:17:33;1658492253;2.0;8;3;2.0;0.0;0;0;21.4;70.5;59;458;
2022/07/22;12:17:43;1658492263;2.0;8;3;2.0;0.0;0;0;21.4;70.6;59;455;
2022/07/22;12:17:53;1658492273;2.0;8;3;2.0;0.0;0;0;21.4;70.6;59;453;
2022/07/22;12:18:03;1658492283;2.0;8;3;3.0;0.0;0;0;21.4;70.6;59;451;
2022/07/22;12:18:13;1658492293;2.0;8;3;4.0;0.0;0;0;21.5;70.7;59;449;
2022/07/22;12:18:23;1658492303;2.0;8;3;3.0;0.0;0;0;21.5;70.7;59;448;
2022/07/22;12:18:33;1658492313;2.0;8;3;4.0;0.0;0;0;21.5;70.7;59;447;
2022/07/22;12:18:43;1658492323;2.0;8;3;3.0;0.0;0;0;21.5;70.8;59;447;
2022/07/22;12:18:53;1658492333;2.0;8;3;3.0;0.0;0;0;21.5;70.8;59;447;
2022/07/22;12:19:03;1658492343;2.0;8;3;3.0;0.0;0;0;21.5;70.8;59;447;
2022/07/22;12:19:13;1658492353;2.0;8;3;3.0;0.0;0;0;21.6;70.9;59;447;
2022/07/22;12:19:23;1658492363;2.0;8;3;3.0;0.0;0;0;21.6;70.9;59;449;
2022/07/22;12:19:33;1658492373;2.0;8;3;4.0;0.0;0;0;21.6;70.9;59;449;
2022/07/22;12:19:43;1658492383;3.0;13;4;5.0;1.0;0;0;21.7;71.0;59;450;
2022/07/22;12:19:53;1658492393;3.0;13;4;6.0;1.0;0;0;21.7;71.0;59;450;
2022/07/22;12:20:03;1658492403;3.0;13;4;5.0;1.0;0;0;21.7;71.0;59;451;
2022/07/22;12:20:13;1658492413;3.0;13;4;4.0;1.0;0;0;21.7;71.1;58;450;
2022/07/22;12:20:23;1658492423;2.0;8;3;3.0;0.0;0;0;21.7;71.1;58;449;
2022/07/22;12:20:33;1658492433;2.0;8;3;2.0;0.0;0;0;21.7;71.1;58;447;
2022/07/25;11:05:28;1658747128;1.0;4;1;1.0;0.0;0;0;22.3;72.2;62;350;
2022/07/25;11:05:38;1658747138;1.0;4;1;1.0;0.0;0;0;22.3;72.2;62;575;
2022/07/25;11:05:48;1658747148;3.0;13;4;3.0;0.0;0;0;22.3;72.2;62;570;
2022/07/25;11:30:12;1658748612;1.0;4;1;1.0;0.0;0;0;22.1;71.7;62;350;
2022/07/25;11:30:22;1658748622;1.0;4;1;1.0;0.0;0;0;22.1;71.7;62;522;
2022/07/25;11:30:32;1658748632;1.0;4;1;1.0;0.0;0;0;22.0;71.6;60;511;
2022/07/25;11:30:42;1658748642;1.0;4;1;1.0;0.0;0;0;22.0;71.6;60;513;
2022/07/25;11:30:52;1658748652;1.0;4;1;1.0;0.0;0;0;22.0;71.6;60;507;
2022/07/25;11:31:02;1658748662;1.0;4;1;1.0;0.0;0;0;21.9;71.5;60;508;
2022/07/25;11:31:12;1658748672;1.0;4;1;1.0;0.0;0;0;21.9;71.5;60;509;
2022/07/25;11:31:22;1658748682;1.0;4;1;1.0;0.0;0;0;21.9;71.5;60;509;
2022/07/25;11:31:32;1658748692;1.0;4;1;1.0;0.0;0;0;21.8;71.3;62;509;
2022/07/25;11:31:42;1658748702;1.0;4;1;1.0;0.0;0;0;21.8;71.3;62;509;
2022/07/25;11:31:52;1658748712;1.0;4;1;1.0;0.0;0;0;21.8;71.3;62;509;
2022/07/25;11:32:02;1658748722;1.0;4;1;1.0;0.0;0;0;21.7;71.1;62;508;
2022/07/25;11:32:12;1658748732;1.0;4;1;1.0;0.0;0;0;21.7;71.1;62;508;
2022/07/25;11:32:22;1658748742;1.0;4;1;1.0;0.0;0;0;21.7;71.1;62;507;
2022/07/25;11:32:32;1658748752;1.0;4;1;1.0;0.0;0;0;21.7;71.0;62;507;
2022/07/25;11:32:42;1658748762;1.0;4;1;1.0;0.0;0;0;21.7;71.0;62;507;
2022/07/25;11:32:52;1658748772;0.0;0;0;0.0;0.0;0;0;21.7;71.0;62;505;
2022/07/25;11:33:02;1658748782;1.0;4;1;1.0;0.0;0;0;21.6;70.8;62;505;
2022/07/25;11:33:12;1658748792;1.0;4;1;1.0;0.0;0;0;21.6;70.8;62;505;
2022/07/25;11:33:22;1658748802;0.0;0;0;0.0;0.0;0;0;21.6;70.8;62;505;
2022/07/25;11:33:32;1658748812;0.0;0;0;0.0;0.0;0;0;21.5;70.8;63;505;
2022/07/25;11:33:42;1658748822;0.0;0;0;0.0;0.0;0;0;21.5;70.8;63;504;
2022/07/25;11:33:52;1658748832;0.0;0;0;0.0;0.0;0;0;21.5;70.8;63;504;
2022/07/25;11:34:02;1658748842;0.0;0;0;0.0;0.0;0;0;21.5;70.7;63;504;
2022/07/25;11:34:12;1658748852;0.0;0;0;0.0;0.0;0;0;21.5;70.7;63;503;
2022/07/25;11:34:22;1658748862;0.0;0;0;0.0;0.0;0;0;21.5;70.7;63;503;
2022/07/25;11:34:32;1658748872;1.0;4;1;1.0;0.0;0;0;21.5;70.6;63;503;
2022/07/25;11:34:42;1658748882;0.0;0;0;0.0;0.0;0;0;21.5;70.6;63;502;
2022/07/25;11:34:52;1658748892;1.0;4;1;1.0;0.0;0;0;21.5;70.6;63;502;
2022/07/25;11:35:02;1658748902;0.0;0;0;0.0;0.0;0;0;21.4;70.6;63;502;
2022/07/25;11:35:12;1658748912;0.0;0;0;0.0;0.0;0;0;21.4;70.6;63;501;
2022/07/25;11:35:22;1658748922;1.0;4;1;1.0;0.0;0;0;21.4;70.6;63;500;
2022/07/25;11:35:32;1658748932;0.0;0;0;0.0;0.0;0;0;21.4;70.5;64;501;
2022/07/25;11:35:42;1658748942;1.0;4;1;1.0;0.0;0;0;21.4;70.5;64;501;
2022/07/25;11:35:52;1658748952;0.0;0;0;0.0;0.0;0;0;21.4;70.5;64;500;
2022/07/25;11:36:02;1658748962;1.0;4;1;1.0;0.0;0;0;21.4;70.4;63;501;
2022/07/25;11:36:12;1658748972;1.0;4;1;1.0;0.0;0;0;21.4;70.4;63;501;
2022/07/25;11:36:22;1658748982;0.0;0;0;0.0;0.0;0;0;21.4;70.4;63;503;
2022/07/25;11:36:32;1658748992;0.0;0;0;0.0;0.0;0;0;21.3;70.4;64;504;
2022/07/25;11:36:42;1658749002;0.0;0;0;0.0;0.0;0;0;21.3;70.4;64;505;
2022/07/25;11:36:52;1658749012;0.0;0;0;0.0;0.0;0;0;21.3;70.4;64;507;
2022/07/25;11:37:02;1658749022;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;509;
2022/07/25;11:37:12;1658749032;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;510;
2022/07/25;11:37:22;1658749042;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;511;
2022/07/25;11:37:32;1658749052;1.0;4;1;1.0;0.0;0;0;21.3;70.3;64;512;
2022/07/25;11:37:42;1658749062;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;515;
2022/07/25;11:37:52;1658749072;1.0;4;1;1.0;0.0;0;0;21.3;70.3;64;515;
2022/07/25;11:38:02;1658749082;1.0;4;1;1.0;0.0;0;0;21.3;70.3;64;517;
2022/07/25;11:38:12;1658749092;1.0;4;1;1.0;0.0;0;0;21.3;70.3;64;519;
2022/07/25;11:38:22;1658749102;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;520;
2022/07/25;11:38:32;1658749112;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;522;
2022/07/25;11:38:42;1658749122;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;523;
2022/07/25;11:38:52;1658749132;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;524;
2022/07/25;11:39:02;1658749142;1.0;4;1;1.0;0.0;0;0;21.2;70.2;64;526;
2022/07/25;11:39:12;1658749152;1.0;4;1;1.0;0.0;0;0;21.2;70.2;64;527;
2022/07/25;11:39:22;1658749162;1.0;4;1;1.0;0.0;0;0;21.2;70.2;64;528;
2022/07/25;11:39:32;1658749172;1.0;4;1;1.0;0.0;0;0;21.2;70.2;64;529;
2022/07/25;11:39:42;1658749182;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;530;
2022/07/25;11:39:52;1658749192;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;531;
2022/07/25;11:45:02;1658749502;1798.8;1358;1357;2000.0;1798.8;0;0;21.2;70.1;64;543;
2022/07/25;11:50:02;1658749802;0.0;0;0;0.0;0.0;0;0;21.1;70.1;65;558;
2022/07/25;11:55:02;1658750102;0.0;0;0;0.0;0.0;0;0;21.2;70.1;65;566;
2022/07/25;12:00:02;1658750402;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;539;
2022/07/25;12:05:02;1658750702;0.0;0;0;0.0;0.0;0;0;21.2;70.2;64;523;
2022/07/25;12:10:02;1658751002;0.0;0;0;0.0;0.0;0;0;21.3;70.3;64;527;
2022/07/25;12:15:02;1658751302;0.0;0;0;0.0;0.0;0;0;21.3;70.4;64;542;
2022/07/25;12:20:02;1658751602;0.0;0;0;0.0;0.0;0;0;21.4;70.5;64;549;
2022/07/25;12:25:02;1658751902;0.0;0;0;0.0;0.0;0;0;21.4;70.5;64;551;
2022/07/25;12:30:02;1658752202;0.0;0;0;0.0;0.0;0;0;21.5;70.6;64;574;
2022/07/25;12:35:02;1658752502;1798.8;1358;1357;2000.0;1798.8;0;0;21.5;70.7;63;554;
2022/07/25;12:40:02;1658752802;1798.8;1358;1357;2000.0;1798.8;0;0;21.5;70.7;62;475;
2022/07/25;12:45:02;1658753102;1798.8;1358;1357;2000.0;1798.8;0;0;21.5;70.6;62;448;
2022/07/25;12:50:02;1658753402;1798.8;1358;1357;2000.0;1798.8;0;0;21.4;70.5;60;434;
2022/07/25;12:55:02;1658753702;1798.8;1358;1357;2000.0;1798.8;0;0;21.4;70.5;60;432;
2022/07/25;13:00:02;1658754002;1.0;4;1;1.0;0.0;0;0;21.4;70.5;60;422;
2022/07/25;13:05:02;1658754302;0.0;0;0;0.0;0.0;0;0;21.4;70.6;60;428;
2022/07/25;13:10:02;1658754602;0.0;0;0;0.0;0.0;0;0;21.4;70.6;60;437;
2022/07/25;13:15:02;1658754902;0.0;0;0;0.0;0.0;0;0;21.4;70.6;60;438;
2022/07/25;13:20:02;1658755202;0.0;0;0;0.0;0.0;0;0;21.4;70.6;60;446;
2022/07/25;13:25:02;1658755502;0.0;0;0;0.0;0.0;0;0;21.5;70.6;60;450;
2022/07/25;13:30:02;1658755802;0.0;0;0;0.0;0.0;0;0;21.5;70.7;60;488;
2022/07/25;13:35:02;1658756102;0.0;0;0;0.0;0.0;0;0;21.5;70.7;60;524;
2022/07/25;13:40:02;1658756402;0.0;0;0;0.0;0.0;0;0;21.5;70.8;60;558;
2022/07/25;13:45:02;1658756702;0.0;0;0;0.0;0.0;0;0;21.6;70.9;60;585;
2022/07/25;13:50:02;1658757002;1798.8;1358;1357;2000.0;1798.8;0;0;21.7;71.0;62;599;
2022/07/25;13:50:50;1658757050;0.0;0;0;0.0;0.0;0;0;21.7;71.0;62;604;
2022/07/25;13:51:00;1658757060;0.0;0;0;0.0;0.0;0;0;21.7;71.0;62;604;
2022/07/25;14:34:07;1658759647;0.0;0;0;0.0;0.0;0;0;22.5;72.5;59;350;
2022/07/25;14:34:17;1658759657;1.0;4;1;1.0;0.0;0;0;22.5;72.5;59;565;
2022/07/25;14:34:27;1658759667;1.0;4;1;1.0;0.0;0;0;22.5;72.5;59;582;
2022/07/25;14:34:37;1658759677;1.0;4;1;1.0;0.0;0;0;22.5;72.5;59;604;
2022/07/25;14:34:47;1658759687;0.0;0;0;0.0;0.0;0;0;22.6;72.6;59;603;
2022/07/25;14:34:57;1658759697;0.0;0;0;0.0;0.0;0;0;22.6;72.6;59;603;
2022/07/25;14:35:07;1658759707;1.0;4;1;1.0;0.0;0;0;22.6;72.6;59;603;
2022/07/25;14:35:17;1658759717;1.0;4;1;1.0;0.0;0;0;22.6;72.6;59;601;
2022/07/25;14:35:27;1658759727;0.0;0;0;0.0;0.0;0;0;22.6;72.6;59;599;
2022/07/25;14:35:37;1658759737;0.0;0;0;0.0;0.0;0;0;22.6;72.6;59;598;
2022/07/25;14:35:47;1658759747;1.0;4;1;1.0;0.0;0;0;23.1;73.7;58;595;
2022/07/25;14:35:57;1658759757;1.0;4;1;1.0;0.0;0;0;23.1;73.7;58;591;
2022/07/25;14:36:07;1658759767;0.0;0;0;0.0;0.0;0;0;23.1;73.7;58;585;
2022/07/25;14:36:17;1658759777;0.0;0;0;0.0;0.0;0;0;23.3;73.9;58;588;
2022/07/25;14:36:27;1658759787;0.0;0;0;0.0;0.0;0;0;23.3;73.9;58;592;
2022/07/25;14:36:37;1658759797;0.0;0;0;0.0;0.0;0;0;23.3;73.9;58;593;
2022/07/25;14:36:47;1658759807;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;595;
2022/07/25;14:36:57;1658759817;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;595;
2022/07/25;14:37:07;1658759827;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;586;
2022/07/25;14:37:17;1658759837;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;578;
2022/07/25;14:37:27;1658759847;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;562;
2022/07/25;14:37:37;1658759857;0.0;0;0;0.0;0.0;0;0;23.3;73.9;57;544;
2022/07/25;14:37:47;1658759867;0.0;0;0;0.0;0.0;0;0;23.2;73.8;57;530;
2022/07/25;14:37:57;1658759877;0.0;0;0;0.0;0.0;0;0;23.2;73.8;57;514;
2022/07/25;14:38:07;1658759887;0.0;0;0;0.0;0.0;0;0;23.2;73.8;57;509;
2022/07/25;14:38:17;1658759897;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;513;
2022/07/25;14:38:27;1658759907;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;514;
2022/07/25;14:38:37;1658759917;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;518;
2022/07/25;14:38:47;1658759927;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;526;
2022/07/25;14:38:57;1658759937;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;540;
2022/07/25;14:39:07;1658759947;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;560;
2022/07/25;14:39:17;1658759957;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;604;
2022/07/25;14:39:56;1658759996;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;624;
2022/07/25;14:40:06;1658760006;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;625;
2022/07/25;14:40:16;1658760016;0.0;0;0;0.0;0.0;0;0;23.1;73.6;57;631;
2022/07/25;14:40:26;1658760026;0.0;0;0;0.0;0.0;0;0;23.0;73.4;58;701;
2022/07/25;14:40:36;1658760036;0.0;0;0;0.0;0.0;0;0;23.0;73.4;58;757;
2022/07/25;14:40:46;1658760046;0.0;0;0;0.0;0.0;0;0;23.0;73.4;58;770;
2022/07/25;14:40:56;1658760056;0.0;0;0;0.0;0.0;0;0;23.0;73.4;58;751;
2022/07/25;14:41:06;1658760066;0.0;0;0;0.0;0.0;0;0;23.0;73.4;58;690;
2022/07/25;14:41:16;1658760076;1.0;4;1;1.0;0.0;0;0;23.0;73.4;58;651;
2022/07/25;14:41:26;1658760086;1.0;4;1;1.0;0.0;0;0;22.9;73.3;57;593;
2022/07/25;14:41:36;1658760096;1.0;4;1;1.0;0.0;0;0;22.9;73.3;57;564;
2022/07/25;14:41:46;1658760106;1.0;4;1;1.0;0.0;0;0;22.9;73.3;57;543;
2022/07/25;14:41:56;1658760116;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;540;
2022/07/25;14:42:06;1658760126;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;541;
2022/07/25;14:42:16;1658760136;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;537;
2022/07/25;14:42:26;1658760146;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;532;
2022/07/25;14:42:36;1658760156;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;525;
2022/07/25;14:42:46;1658760166;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;516;
2022/07/25;14:42:56;1658760176;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;509;
2022/07/25;14:43:06;1658760186;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;500;
2022/07/25;14:43:16;1658760196;0.0;0;0;0.0;0.0;0;0;23.0;73.5;57;496;
2022/07/25;14:43:26;1658760206;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;493;
2022/07/25;14:43:36;1658760216;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;494;
2022/07/25;14:43:46;1658760226;0.0;0;0;0.0;0.0;0;0;23.0;73.4;57;493;
2022/07/25;14:43:56;1658760236;0.0;0;0;0.0;0.0;0;0;22.9;73.3;57;492;
2022/07/25;14:44:06;1658760246;0.0;0;0;0.0;0.0;0;0;22.9;73.3;57;492;
2022/07/25;14:44:16;1658760256;0.0;0;0;0.0;0.0;0;0;22.9;73.3;57;491;
2022/07/25;14:44:26;1658760266;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;490;
2022/07/25;14:44:36;1658760276;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;489;
2022/07/25;14:44:46;1658760286;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;487;
2022/07/25;14:44:56;1658760296;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;483;
2022/07/25;14:45:06;1658760306;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;480;
2022/07/25;14:45:16;1658760316;0.0;0;0;0.0;0.0;0;0;22.9;73.2;57;477;
2022/07/25;14:45:26;1658760326;0.0;0;0;0.0;0.0;0;0;22.8;73.1;57;474;
2022/07/25;14:45:36;1658760336;1.0;4;1;1.0;0.0;0;0;22.8;73.1;57;469;
2022/07/25;14:45:46;1658760346;0.0;0;0;0.0;0.0;0;0;22.8;73.1;57;465;
2022/07/25;14:45:56;1658760356;0.0;0;0;0.0;0.0;0;0;22.8;73.1;57;459;
2022/07/25;14:46:06;1658760366;0.0;0;0;0.0;0.0;0;0;22.8;73.1;57;457;
2022/07/25;14:46:16;1658760376;0.0;0;0;0.0;0.0;0;0;22.8;73.1;57;452;
2022/07/25;14:46:26;1658760386;1.0;4;1;1.0;0.0;0;0;22.7;72.9;58;450;
2022/07/25;14:46:36;1658760396;0.0;0;0;0.0;0.0;0;0;22.7;72.9;58;446;
2022/07/25;14:46:46;1658760406;0.0;0;0;0.0;0.0;0;0;22.7;72.9;58;443;
2022/07/25;14:46:56;1658760416;0.0;0;0;0.0;0.0;0;0;22.7;72.9;58;440;
2022/07/25;14:47:06;1658760426;1.0;4;1;1.0;0.0;0;0;22.7;72.9;58;438;
2022/07/25;14:47:18;1658760438;1.0;4;1;1.0;0.0;0;0;22.7;72.9;58;436;
2022/07/25;14:47:28;1658760448;0.0;0;0;0.0;0.0;0;0;22.7;72.9;58;435;
2022/07/25;14:47:38;1658760458;0.0;0;0;0.0;0.0;0;0;22.7;72.8;58;437;
2022/07/25;14:47:48;1658760468;0.0;0;0;0.0;0.0;0;0;22.7;72.8;58;439;
2022/07/25;14:47:58;1658760478;0.0;0;0;0.0;0.0;0;0;22.7;72.8;58;444;
2022/07/25;14:48:08;1658760488;0.0;0;0;0.0;0.0;0;0;22.7;72.8;58;446;
2022/07/25;14:48:18;1658760498;0.0;0;0;0.0;0.0;0;0;22.7;72.8;58;448;
2022/07/25;14:48:28;1658760508;1.0;4;1;1.0;0.0;0;0;22.7;72.8;58;450;
2022/07/25;14:48:38;1658760518;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;451;
2022/07/25;14:48:48;1658760528;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;451;
2022/07/25;14:48:58;1658760538;0.0;0;0;0.0;0.0;0;0;22.6;72.7;58;452;
2022/07/25;14:49:08;1658760548;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;454;
2022/07/25;14:49:18;1658760558;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;457;
2022/07/25;14:49:28;1658760568;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;459;
2022/07/25;14:49:38;1658760578;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;460;
2022/07/25;14:49:48;1658760588;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;460;
2022/07/25;14:49:58;1658760598;1.0;4;1;1.0;0.0;0;0;22.6;72.7;58;460;
