Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM1(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm)
2022/08/01;11:15:59;1659352559;0.0;0;0;0.0;0.0;0;0;20.4;68.7;62;470;
2022/08/01;11:16:09;1659352569;0.0;0;0;0.0;0.0;0;0;20.4;68.8;62;468;
2022/08/01;11:16:19;1659352579;0.0;0;0;0.0;0.0;0;0;20.4;68.8;62;465;
2022/08/01;11:16:29;1659352589;0.0;0;0;0.0;0.0;0;0;20.4;68.8;62;462;
2022/08/01;11:16:39;1659352599;1.0;4;1;1.0;0.0;0;0;20.4;68.8;60;459;
2022/08/01;11:16:49;1659352609;0.0;0;0;0.0;0.0;0;0;20.4;68.8;60;457;
2022/08/01;11:16:59;1659352619;1.0;4;1;1.0;0.0;0;0;20.4;68.8;60;455;
2022/08/01;11:17:09;1659352629;1.0;4;1;1.0;0.0;0;0;20.5;68.8;62;452;
2022/08/01;11:17:19;1659352639;1.0;4;1;1.0;0.0;0;0;20.5;68.8;62;451;
2022/08/01;11:17:29;1659352649;1.0;4;1;1.0;0.0;0;0;20.5;68.8;62;449;
2022/08/01;11:17:39;1659352659;1.0;4;1;1.0;0.0;0;0;20.5;68.8;60;447;
2022/08/01;11:17:49;1659352669;1.0;4;1;1.0;0.0;0;0;20.5;68.8;60;446;
2022/08/01;11:17:59;1659352679;1.0;4;1;1.0;0.0;0;0;20.5;68.8;60;445;
2022/08/01;11:18:09;1659352689;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;443;
2022/08/01;11:18:19;1659352699;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;443;
2022/08/01;11:18:29;1659352709;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;442;
2022/08/01;11:18:39;1659352719;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;442;
2022/08/01;11:18:49;1659352729;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;441;
2022/08/01;11:18:59;1659352739;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;440;
2022/08/01;11:19:09;1659352749;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;439;
2022/08/01;11:19:19;1659352759;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;439;
2022/08/01;11:19:29;1659352769;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;438;
2022/08/01;11:19:39;1659352779;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;438;
2022/08/01;11:19:49;1659352789;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;436;
2022/08/01;11:19:59;1659352799;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;434;
2022/08/01;11:20:09;1659352809;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;433;
2022/08/01;11:20:19;1659352819;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;432;
2022/08/01;11:20:29;1659352829;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;431;
2022/08/01;11:20:39;1659352839;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;431;
2022/08/01;11:20:49;1659352849;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;431;
2022/08/01;11:20:59;1659352859;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;430;
2022/08/01;11:21:09;1659352869;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;430;
2022/08/01;11:21:19;1659352879;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;430;
2022/08/01;11:21:29;1659352889;1.0;4;1;1.0;0.0;0;0;20.5;68.9;60;431;
2022/08/01;11:21:39;1659352899;1.0;4;1;1.0;0.0;0;0;20.5;69.0;60;431;
2022/08/01;11:21:49;1659352909;0.0;0;0;0.0;0.0;0;0;20.5;69.0;60;431;
2022/08/01;11:21:59;1659352919;0.0;0;0;0.0;0.0;0;0;20.5;69.0;60;430;
2022/08/01;11:22:09;1659352929;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;429;
2022/08/01;11:22:19;1659352939;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;429;
2022/08/01;11:22:29;1659352949;0.0;0;0;0.0;0.0;0;0;20.5;68.9;60;429;
2022/08/01;11:22:39;1659352959;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:22:49;1659352969;1.0;4;1;1.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:22:59;1659352979;1.0;4;1;1.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:23:09;1659352989;1.0;4;1;1.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:23:19;1659352999;1.0;4;1;1.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:23:29;1659353009;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;429;
2022/08/01;11:23:39;1659353019;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;428;
2022/08/01;11:23:49;1659353029;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;428;
2022/08/01;11:23:59;1659353039;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;427;
2022/08/01;11:24:09;1659353049;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;427;
2022/08/01;11:24:19;1659353059;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;426;
2022/08/01;11:24:29;1659353069;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:24:39;1659353079;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;425;
2022/08/01;11:24:49;1659353089;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;426;
2022/08/01;11:24:59;1659353099;0.0;0;0;0.0;0.0;0;0;20.6;69.0;60;425;
2022/08/01;11:25:09;1659353109;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:25:19;1659353119;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;426;
2022/08/01;11:25:29;1659353129;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:25:39;1659353139;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:25:49;1659353149;1.0;4;1;1.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:25:59;1659353159;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;424;
2022/08/01;11:26:09;1659353169;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:26:19;1659353179;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;424;
2022/08/01;11:26:29;1659353189;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;424;
2022/08/01;11:26:39;1659353199;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;424;
2022/08/01;11:26:49;1659353209;0.0;0;0;0.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:26:59;1659353219;1.0;4;1;1.0;0.0;0;0;20.6;69.1;60;425;
2022/08/01;11:27:09;1659353229;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;425;
2022/08/01;11:27:19;1659353239;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;424;
2022/08/01;11:27:29;1659353249;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;424;
2022/08/01;11:27:39;1659353259;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;424;
2022/08/01;11:27:49;1659353269;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;424;
2022/08/01;11:27:59;1659353279;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;423;
2022/08/01;11:28:09;1659353289;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;423;
2022/08/01;11:28:19;1659353299;0.0;0;0;0.0;0.0;0;0;20.6;69.1;59;423;
2022/08/01;11:28:29;1659353309;1.0;4;1;1.0;0.0;0;0;20.6;69.1;59;423;
2022/08/01;11:28:39;1659353319;1.0;4;1;1.0;0.0;0;0;20.6;69.2;59;423;
2022/08/01;11:28:49;1659353329;0.0;0;0;0.0;0.0;0;0;20.6;69.2;59;423;
2022/08/01;11:28:59;1659353339;1.0;4;1;1.0;0.0;0;0;20.6;69.2;59;424;
2022/08/01;11:29:09;1659353349;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:29:19;1659353359;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:29:29;1659353369;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:29:39;1659353379;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:29:49;1659353389;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:29:59;1659353399;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:30:09;1659353409;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:30:19;1659353419;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:30:29;1659353429;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;423;
2022/08/01;11:30:39;1659353439;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:30:49;1659353449;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:30:59;1659353459;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:09;1659353469;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:19;1659353479;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:29;1659353489;1.0;4;1;1.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:39;1659353499;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:49;1659353509;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:31:59;1659353519;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:32:09;1659353529;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:32:19;1659353539;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:32:29;1659353549;0.0;0;0;0.0;0.0;0;0;20.7;69.2;59;424;
2022/08/01;11:32:39;1659353559;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:32:49;1659353569;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:32:59;1659353579;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:09;1659353589;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:19;1659353599;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:29;1659353609;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:39;1659353619;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:49;1659353629;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:33:59;1659353639;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:34:09;1659353649;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:34:19;1659353659;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:34:29;1659353669;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:34:39;1659353679;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:34:49;1659353689;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:34:59;1659353699;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:09;1659353709;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:19;1659353719;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:29;1659353729;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:39;1659353739;0.0;0;0;0.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:49;1659353749;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;423;
2022/08/01;11:35:59;1659353759;1.0;4;1;1.0;0.0;0;0;20.7;69.3;59;424;
2022/08/01;11:36:09;1659353769;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;424;
2022/08/01;11:36:19;1659353779;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;425;
2022/08/01;11:36:29;1659353789;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;424;
2022/08/01;11:36:39;1659353799;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;424;
2022/08/01;11:36:49;1659353809;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;424;
2022/08/01;11:36:59;1659353819;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;424;
2022/08/01;11:37:09;1659353829;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;423;
2022/08/01;11:37:19;1659353839;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;423;
2022/08/01;11:37:29;1659353849;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;423;
2022/08/01;11:37:39;1659353859;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:37:49;1659353869;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:37:59;1659353879;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:09;1659353889;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:19;1659353899;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:29;1659353909;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:39;1659353919;0.0;0;0;0.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:49;1659353929;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:38:59;1659353939;1.0;4;1;1.0;0.0;0;0;20.8;69.4;59;422;
2022/08/01;11:39:09;1659353949;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:39:19;1659353959;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:39:29;1659353969;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:39:39;1659353979;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:39:49;1659353989;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:39:59;1659353999;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:40:09;1659354009;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:40:19;1659354019;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:40:29;1659354029;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;422;
2022/08/01;11:40:39;1659354039;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;421;
2022/08/01;11:40:49;1659354049;1.0;4;1;1.0;0.0;0;0;20.8;69.5;59;421;
2022/08/01;11:40:59;1659354059;1.0;4;1;1.0;0.0;0;0;20.8;69.5;59;421;
2022/08/01;11:41:09;1659354069;1.0;4;1;1.0;0.0;0;0;20.8;69.5;59;420;
2022/08/01;11:41:19;1659354079;1.0;4;1;1.0;0.0;0;0;20.8;69.5;59;420;
2022/08/01;11:41:29;1659354089;0.0;0;0;0.0;0.0;0;0;20.8;69.5;59;420;
2022/08/01;11:41:39;1659354099;0.0;0;0;0.0;0.0;0;0;20.8;69.5;58;420;
2022/08/01;11:41:49;1659354109;1.0;4;1;1.0;0.0;0;0;20.8;69.5;58;421;
2022/08/01;11:41:59;1659354119;1.0;4;1;1.0;0.0;0;0;20.8;69.5;58;420;
2022/08/01;11:42:09;1659354129;0.0;0;0;0.0;0.0;0;0;20.8;69.5;58;420;
2022/08/01;11:42:19;1659354139;1.0;4;1;1.0;0.0;0;0;20.8;69.5;58;420;
2022/08/01;11:42:29;1659354149;1.0;4;1;1.0;0.0;0;0;20.8;69.5;58;420;
2022/08/01;11:42:39;1659354159;1.0;4;1;1.0;0.0;0;0;20.9;69.6;58;420;
2022/08/01;11:42:49;1659354169;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;420;
2022/08/01;11:42:59;1659354179;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:43:09;1659354189;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;420;
2022/08/01;11:43:19;1659354199;1.0;4;1;1.0;0.0;0;0;20.9;69.6;58;420;
2022/08/01;11:43:29;1659354209;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:43:39;1659354219;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:43:49;1659354229;1.0;4;1;1.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:43:59;1659354239;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:44:09;1659354249;1.0;4;1;1.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:44:19;1659354259;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;418;
2022/08/01;11:44:29;1659354269;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;418;
2022/08/01;11:44:39;1659354279;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;419;
2022/08/01;11:44:49;1659354289;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;418;
2022/08/01;11:44:59;1659354299;0.0;0;0;0.0;0.0;0;0;20.9;69.6;58;418;
