Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2022/08/03;10:31:11;1659522671;2.0;8;3;2.0;0;0;23.0;73.3;63;714;-1
2022/08/03;10:31:21;1659522681;3.0;13;4;3.0;0;0;23.0;73.3;63;705;-1
2022/08/03;10:31:31;1659522691;3.0;13;4;3.0;0;0;23.0;73.4;63;693;-1
2022/08/03;10:31:41;1659522701;3.0;13;4;9.0;0;0;23.0;73.4;63;681;-1
2022/08/03;10:31:51;1659522711;3.0;13;4;12.0;0;0;23.0;73.4;63;694;-1
2022/08/03;10:32:01;1659522721;3.0;13;4;12.0;0;0;23.1;73.5;66;693;-1
2022/08/03;10:32:11;1659522731;4.0;17;6;17.0;0;0;23.1;73.5;66;690;-1
2022/08/03;10:32:21;1659522741;4.0;17;6;13.0;0;0;23.1;73.5;66;690;-1
2022/08/03;10:32:31;1659522751;4.0;17;6;13.0;0;0;23.5;74.2;66;689;-1
2022/08/03;10:32:41;1659522761;4.0;17;6;20.0;0;0;23.5;74.2;66;688;-1
2022/08/03;10:32:51;1659522771;4.0;17;6;17.0;0;0;23.5;74.2;66;687;-1
2022/08/03;10:33:01;1659522781;4.0;17;6;17.0;0;0;23.7;74.7;64;686;-1
2022/08/03;10:33:11;1659522791;3.0;13;4;16.0;0;0;23.7;74.7;64;686;-1
2022/08/03;10:33:21;1659522801;3.0;13;4;9.0;0;0;23.7;74.7;64;684;-1
2022/08/03;10:33:31;1659522811;3.0;13;4;9.0;0;0;23.8;74.8;63;683;-1
2022/08/03;10:33:41;1659522821;3.0;13;4;5.0;0;0;23.8;74.8;63;683;-1
2022/08/03;10:33:51;1659522831;3.0;13;4;5.0;0;0;23.8;74.8;63;681;-1
2022/08/03;10:34:01;1659522841;3.0;13;4;3.0;0;0;23.8;74.9;63;676;-1
2022/08/03;10:34:11;1659522851;3.0;13;4;3.0;0;0;23.8;74.9;63;674;-1
2022/08/03;10:34:21;1659522861;3.0;13;4;3.0;0;0;23.8;74.9;63;672;-1
2022/08/03;10:34:31;1659522871;2.0;8;3;4.0;0;0;23.8;74.8;63;671;-1
2022/08/03;10:34:41;1659522881;3.0;13;4;9.0;0;0;23.8;74.8;63;670;-1
2022/08/03;10:34:51;1659522891;3.0;13;4;19.0;0;0;23.8;74.8;63;669;-1
2022/08/03;10:35:01;1659522901;4.0;17;6;17.0;0;0;23.7;74.7;63;666;-1
2022/08/03;10:35:11;1659522911;3.0;13;4;9.0;0;0;23.7;74.7;63;664;-1
2022/08/03;10:35:21;1659522921;3.0;13;4;3.0;0;0;23.7;74.7;63;661;-1
2022/08/03;10:35:31;1659522931;3.0;13;4;12.0;0;0;23.7;74.7;63;661;-1
2022/08/03;10:35:41;1659522941;3.0;13;4;12.0;0;0;23.7;74.7;63;659;-1
2022/08/03;10:35:51;1659522951;4.0;17;6;10.0;0;0;23.7;74.7;63;659;-1
2022/08/03;10:36:01;1659522961;4.0;17;6;4.0;0;0;23.7;74.7;63;659;-1
2022/08/03;10:36:11;1659522971;4.0;17;6;6.0;0;0;23.7;74.7;63;658;-1
2022/08/03;10:36:21;1659522981;5.0;21;7;7.0;0;0;23.7;74.7;63;657;-1
2022/08/03;10:36:31;1659522991;4.0;17;6;10.0;0;0;23.7;74.7;63;657;-1
2022/08/03;10:36:41;1659523001;4.0;17;6;6.0;0;0;23.7;74.7;63;658;-1
2022/08/03;10:36:51;1659523011;3.0;13;4;9.0;0;0;23.7;74.7;63;658;-1
2022/08/03;10:37:01;1659523021;3.0;13;4;9.0;0;0;23.7;74.7;63;657;-1
2022/08/03;10:37:11;1659523031;4.0;17;6;10.0;0;0;23.7;74.7;63;658;-1
2022/08/03;10:37:21;1659523041;4.0;17;6;6.0;0;0;23.7;74.7;63;657;-1
